Year,community ,news_article_text,Positive Representation (%),Neutral Representation (%),Negative Representation (%),Media Platform,Label
2010,hispanic,2201,37.89,39.19,22.92,reuters,hispanic_reuters_
2010,hispanic,2807,20.85,41.15,38,washington post,hispanic_washington post_
2010,european,942,55.28,22.93,21.8,hindu,european_the hindu_
2010,hispanic,1996,42.35,28.59,29.05,abc news,hispanic_abc news_
2010,hispanic,3689,53.82,39.12,7.06,deutsche welle,hispanic_deutsche welle_
2010,asian,692,10.87,34.99,54.14,associated press,asian_associated press_
2010,european,1155,17.38,32.56,50.07,guardian,european_the guardian_
2010,indigenous,2048,34,38.7,27.3,bloomberg,indigenous_bloomberg_
2010,indigenous,2554,22.45,26.09,51.47,fox news,indigenous_fox news_
2010,middle eastern,3219,54.42,42.83,2.76,bbc,middle eastern_bbc_
2010,asian,2537,15.88,22.53,61.59,associated press,asian_associated press_
2010,indigenous,4173,56.77,26.46,16.77,washington post,indigenous_washington post_
2010,asian,1469,52.8,40.95,6.24,abc news,asian_abc news_
2010,hispanic,940,55.24,33.81,10.94,reuters,hispanic_reuters_
2010,european,4989,42.51,33.62,23.87,associated press,european_associated press_
2010,african,598,59.25,41.33,-0.58,cnn,african_cnn_
2010,african,2830,17.65,38.97,43.38,associated press,african_associated press_
2010,african,2911,47.53,35.86,16.61,cbs news,african_cbs news_
2010,indigenous,1223,32.79,35.22,32,nbc news,indigenous_nbc news_
2010,asian,1629,40.02,32.99,26.99,abc news,asian_abc news_
2010,african,2476,52.62,44.84,2.53,bloomberg,african_bloomberg_
2010,asian,604,56.13,22.98,20.89,fox news,asian_fox news_
2010,hispanic,1934,35.5,44.75,19.75,guardian,hispanic_the guardian_
2010,asian,2548,58.58,48.48,-7.06,bbc,asian_bbc_
2010,european,1800,39.85,28.55,31.61,washington post,european_washington post_
2010,asian,4163,19.34,29.88,50.78,le monde,asian_le monde_
2010,african,4068,34.89,33.11,32,abc news,african_abc news_
2010,hispanic,1923,17.89,35.99,46.12,abc news,hispanic_abc news_
2010,indigenous,4306,58.42,48.41,-6.83,bloomberg,indigenous_bloomberg_
2010,african,3578,35.17,46.02,18.81,washington post,african_washington post_
2010,hispanic,4733,42.11,28.47,29.43,cnn,hispanic_cnn_
2010,asian,2827,51.4,48.94,-0.34,fox news,asian_fox news_
2010,asian,4687,39.53,49.89,10.59,nbc news,asian_nbc news_
2010,hispanic,4961,37.3,43.56,19.15,abc news,hispanic_abc news_
2010,european,622,24.41,25.24,50.35,cnn,european_cnn_
2010,asian,1445,24.75,42.7,32.55,guardian,asian_the guardian_
2010,european,1317,17.42,29.16,53.41,deutsche welle,european_deutsche welle_
2010,indigenous,692,30.27,25.15,44.58,deutsche welle,indigenous_deutsche welle_
2010,indigenous,4310,21.03,23.97,55.01,fox news,indigenous_fox news_
2010,european,1407,30.82,24.27,44.9,associated press,european_associated press_
2010,hispanic,1927,30.92,24.34,44.75,cbs news,hispanic_cbs news_
2010,asian,4695,18.4,43.12,38.48,fox news,asian_fox news_
2010,middle eastern,1618,35.68,35.88,28.45,times,middle eastern_the times_
2010,european,1525,56.74,35,8.26,deutsche welle,european_deutsche welle_
2010,african,3984,39.19,31.79,29.03,guardian,african_the guardian_
2010,indigenous,2415,44.57,43.13,12.3,abc news,indigenous_abc news_
2010,indigenous,3316,50.67,40.85,8.48,washington post,indigenous_washington post_
2010,asian,2865,23.72,33.04,43.24,bloomberg,asian_bloomberg_
2010,african,1679,46.57,34.45,18.97,bloomberg,african_bloomberg_
2010,asian,3706,53.63,32.03,14.33,washington post,asian_washington post_
2010,hispanic,1912,50.48,45.75,3.78,bbc,hispanic_bbc_
2010,european,4398,39.47,27.52,33,associated press,european_associated press_
2010,middle eastern,2109,24.32,48.55,27.13,associated press,middle eastern_associated press_
2010,hispanic,3310,41.02,24.08,34.9,deutsche welle,hispanic_deutsche welle_
2010,hispanic,2996,13.82,41.82,44.36,le monde,hispanic_le monde_
2011,hispanic,2197,46.1,38.42,15.48,ny times,hispanic_ny times_
2011,indigenous,4081,55.24,30.78,13.98,abc news,indigenous_abc news_
2011,middle eastern,2939,56.39,40.15,3.46,fox news,middle eastern_fox news_
2011,middle eastern,1011,26.7,20.63,52.68,reuters,middle eastern_reuters_
2011,asian,2207,25.53,49.31,25.17,abc news,asian_abc news_
2011,hispanic,4322,56.45,34.33,9.22,guardian,hispanic_the guardian_
2011,indigenous,4762,19.54,38.11,42.35,bloomberg,indigenous_bloomberg_
2011,african,4148,34.86,47.63,17.51,reuters,african_reuters_
2011,european,2649,30.15,45.25,24.61,le monde,european_le monde_
2011,indigenous,1272,53.17,45.86,0.97,ny times,indigenous_ny times_
2011,european,4312,10.79,20.45,68.75,le monde,european_le monde_
2011,african,4908,39.67,34.48,25.85,al jazeera,african_al jazeera_
2011,asian,1258,10.83,25.76,63.41,le monde,asian_le monde_
2011,indigenous,3085,41.43,39.11,19.46,deutsche welle,indigenous_deutsche welle_
2011,indigenous,4222,23.12,44.07,32.8,associated press,indigenous_associated press_
2011,middle eastern,1060,25.14,35.7,39.16,nbc news,middle eastern_nbc news_
2011,asian,4617,28.24,38.74,33.02,ny times,asian_ny times_
2011,african,1882,32.62,36.6,30.77,deutsche welle,african_deutsche welle_
2011,asian,1416,35.81,31.63,32.55,nbc news,asian_nbc news_
2011,hispanic,567,46.07,37.09,16.84,hindu,hispanic_the hindu_
2011,asian,529,31.62,35.25,33.13,times,asian_the times_
2011,asian,1109,29.19,36.09,34.72,cbs news,asian_cbs news_
2011,european,637,45.11,33.89,21,bloomberg,european_bloomberg_
2011,european,2936,17.83,42.87,39.31,deutsche welle,european_deutsche welle_
2011,european,4821,33.68,24.79,41.53,fox news,european_fox news_
2011,middle eastern,3977,43.11,40,16.89,al jazeera,middle eastern_al jazeera_
2011,hispanic,641,49.18,47.87,2.95,ny times,hispanic_ny times_
2011,hispanic,2481,34.26,26.96,38.78,bloomberg,hispanic_bloomberg_
2011,african,650,16.76,27.3,55.93,al jazeera,african_al jazeera_
2011,indigenous,4161,38.27,27.77,33.96,ny times,indigenous_ny times_
2011,middle eastern,2079,55.35,22.61,22.04,abc news,middle eastern_abc news_
2011,middle eastern,4677,32.86,37.4,29.74,nbc news,middle eastern_nbc news_
2011,hispanic,3241,25.5,43.2,31.3,deutsche welle,hispanic_deutsche welle_
2011,middle eastern,3650,48.12,47.18,4.7,washington post,middle eastern_washington post_
2011,hispanic,1908,59.1,28.33,12.57,bbc,hispanic_bbc_
2011,african,2467,25.16,21.8,53.04,guardian,african_the guardian_
2011,middle eastern,673,18.22,32.46,49.32,bloomberg,middle eastern_bloomberg_
2011,asian,2903,44.76,28.52,26.72,bbc,asian_bbc_
2011,hispanic,3551,59.62,41.12,-0.74,guardian,hispanic_the guardian_
2011,asian,1948,41.43,42.16,16.41,bloomberg,asian_bloomberg_
2011,african,3972,13.42,28.8,57.77,nbc news,african_nbc news_
2011,middle eastern,4131,38.44,23.31,38.26,cbs news,middle eastern_cbs news_
2011,hispanic,2561,21.96,38.09,39.95,fox news,hispanic_fox news_
2011,middle eastern,2032,14.18,24.93,60.89,cnn,middle eastern_cnn_
2011,asian,730,31.76,43.04,25.2,fox news,asian_fox news_
2011,asian,4555,51.68,42.2,6.12,deutsche welle,asian_deutsche welle_
2011,african,1944,53.14,47.51,-0.65,fox news,african_fox news_
2011,asian,1011,54.08,25.01,20.91,nbc news,asian_nbc news_
2011,middle eastern,2589,50.6,28.12,21.29,cbs news,middle eastern_cbs news_
2011,european,2139,28.61,48.66,22.72,guardian,european_the guardian_
2011,hispanic,2110,17.39,29.86,52.75,nbc news,hispanic_nbc news_
2011,indigenous,1454,12.41,47.16,40.43,al jazeera,indigenous_al jazeera_
2011,african,2833,45.57,46.03,8.4,ny times,african_ny times_
2011,african,667,14.38,32.06,53.56,guardian,african_the guardian_
2011,middle eastern,1393,53.35,40.93,5.72,deutsche welle,middle eastern_deutsche welle_
2011,asian,4374,46.91,31.47,21.62,al jazeera,asian_al jazeera_
2011,hispanic,4400,48.42,44.55,7.04,nbc news,hispanic_nbc news_
2011,middle eastern,3307,34.84,49.14,16.03,hindu,middle eastern_the hindu_
2011,asian,1459,26.85,49.28,23.87,guardian,asian_the guardian_
2011,european,3040,23.51,42.48,34.01,abc news,european_abc news_
2011,asian,4109,34.41,39.1,26.49,abc news,asian_abc news_
2011,asian,2468,10.5,45.93,43.57,washington post,asian_washington post_
2011,hispanic,4779,38.79,45.24,15.97,times,hispanic_the times_
2011,asian,4788,23.05,43.33,33.62,reuters,asian_reuters_
2011,indigenous,1350,32.8,29.25,37.95,reuters,indigenous_reuters_
2011,european,3422,36.86,22.66,40.48,nbc news,european_nbc news_
2011,hispanic,630,21.43,46.29,32.29,bloomberg,hispanic_bloomberg_
2011,asian,2574,30.51,34.1,35.39,bbc,asian_bbc_
2011,european,1967,12.3,41.19,46.51,al jazeera,european_al jazeera_
2011,african,3904,14.37,34.82,50.81,nbc news,african_nbc news_
2011,hispanic,3965,12.56,40.51,46.93,le monde,hispanic_le monde_
2011,african,3216,59.85,46.97,-6.82,cbs news,african_cbs news_
2011,african,2164,42.16,24.84,33,deutsche welle,african_deutsche welle_
2011,asian,639,18.22,35.94,45.84,bloomberg,asian_bloomberg_
2011,middle eastern,3245,32.82,27.31,39.87,al jazeera,middle eastern_al jazeera_
2011,european,1444,48.47,26.28,25.25,cbs news,european_cbs news_
2011,middle eastern,1954,46.88,39.11,14.02,cnn,middle eastern_cnn_
2011,hispanic,2437,48.95,36.91,14.14,nbc news,hispanic_nbc news_
2011,african,988,54.42,44.2,1.38,fox news,african_fox news_
2011,asian,2283,22.9,42.39,34.71,le monde,asian_le monde_
2011,hispanic,3591,37.44,36.28,26.28,al jazeera,hispanic_al jazeera_
2011,indigenous,2550,32.44,45.48,22.08,washington post,indigenous_washington post_
2011,asian,3288,19.74,47.93,32.33,times,asian_the times_
2011,indigenous,3550,22.92,41.93,35.15,al jazeera,indigenous_al jazeera_
2011,indigenous,3786,58.95,45.82,-4.77,bbc,indigenous_bbc_
2011,european,1811,40.26,43.42,16.31,nbc news,european_nbc news_
2011,middle eastern,3200,52.77,21.46,25.77,cbs news,middle eastern_cbs news_
2011,asian,1311,53.39,43.63,2.98,deutsche welle,asian_deutsche welle_
2011,hispanic,3921,36.5,38.22,25.28,deutsche welle,hispanic_deutsche welle_
2011,middle eastern,4305,42.96,41.97,15.06,abc news,middle eastern_abc news_
2011,hispanic,4112,40.68,36.2,23.12,le monde,hispanic_le monde_
2011,middle eastern,1006,34.52,49.92,15.57,deutsche welle,middle eastern_deutsche welle_
2011,middle eastern,4333,16.72,49.29,33.98,hindu,middle eastern_the hindu_
2011,african,4136,31.91,21.7,46.39,deutsche welle,african_deutsche welle_
2011,indigenous,1030,31.93,30.39,37.68,abc news,indigenous_abc news_
2011,hispanic,914,22.13,28.89,48.98,nbc news,hispanic_nbc news_
2011,african,1936,35.74,38.49,25.77,cnn,african_cnn_
2011,hispanic,1243,44.35,34.24,21.41,bbc,hispanic_bbc_
2011,indigenous,1682,43.36,35.12,21.52,guardian,indigenous_the guardian_
2011,indigenous,3714,46.86,44.47,8.67,times,indigenous_the times_
2011,middle eastern,1350,28.94,25.92,45.14,bloomberg,middle eastern_bloomberg_
2011,indigenous,1264,36.59,31.95,31.46,washington post,indigenous_washington post_
2011,european,1157,24.76,47.9,27.34,abc news,european_abc news_
2011,asian,2688,10.65,34.02,55.33,cbs news,asian_cbs news_
2011,middle eastern,871,35.61,29.72,34.67,abc news,middle eastern_abc news_
2011,middle eastern,3410,46.88,45.85,7.27,hindu,middle eastern_the hindu_
2011,hispanic,1318,32.48,21.13,46.39,associated press,hispanic_associated press_
2011,european,1291,51.92,42.17,5.91,reuters,european_reuters_
2011,hispanic,1511,35.2,35.35,29.45,washington post,hispanic_washington post_
2011,african,4213,50.32,26.26,23.43,deutsche welle,african_deutsche welle_
2011,african,3685,35.06,41.97,22.97,ny times,african_ny times_
2011,european,825,42.65,34.73,22.62,fox news,european_fox news_
2011,indigenous,1134,47.13,31.66,21.22,guardian,indigenous_the guardian_
2011,middle eastern,2198,34.58,39.17,26.26,deutsche welle,middle eastern_deutsche welle_
2011,european,3060,20.74,39.54,39.72,times,european_the times_
2011,european,2288,21.89,34.48,43.63,nbc news,european_nbc news_
2011,indigenous,1142,39.41,32.71,27.88,al jazeera,indigenous_al jazeera_
2011,european,2037,11.02,48.58,40.39,guardian,european_the guardian_
2011,european,925,45.74,41.75,12.51,ny times,european_ny times_
2011,indigenous,931,35.45,42.19,22.36,times,indigenous_the times_
2012,indigenous,3228,11.21,28.8,60,cbs news,indigenous_cbs news_
2012,hispanic,1254,36.77,38.82,24.41,nbc news,hispanic_nbc news_
2012,hispanic,3044,25.5,35.23,39.27,le monde,hispanic_le monde_
2012,european,3263,47.67,42.03,10.29,fox news,european_fox news_
2012,indigenous,3182,27.34,48.48,24.18,cnn,indigenous_cnn_
2012,middle eastern,3202,15.08,42.36,42.56,ny times,middle eastern_ny times_
2012,indigenous,3543,56.6,35,8.4,hindu,indigenous_the hindu_
2012,african,2748,21.52,41.03,37.45,reuters,african_reuters_
2012,asian,2255,40.21,29.64,30.15,cnn,asian_cnn_
2012,indigenous,4252,22.1,33.77,44.13,times,indigenous_the times_
2012,indigenous,4902,42.33,49.9,7.77,reuters,indigenous_reuters_
2012,indigenous,3077,57.74,41.38,0.87,associated press,indigenous_associated press_
2012,african,2800,58.13,49.8,-7.93,guardian,african_the guardian_
2012,european,4568,46.73,40.33,12.94,deutsche welle,european_deutsche welle_
2012,european,1883,52.87,38.59,8.54,times,european_the times_
2012,european,2070,28.29,46.83,24.88,bloomberg,european_bloomberg_
2012,asian,3724,13.89,37.21,48.9,deutsche welle,asian_deutsche welle_
2012,indigenous,3093,26.73,49.73,23.53,deutsche welle,indigenous_deutsche welle_
2012,european,3336,33.61,39.75,26.64,reuters,european_reuters_
2012,hispanic,4320,27.98,31.07,40.95,bbc,hispanic_bbc_
2012,hispanic,1730,43.77,47.69,8.55,guardian,hispanic_the guardian_
2012,indigenous,775,23.63,35.08,41.28,deutsche welle,indigenous_deutsche welle_
2012,european,4426,41.61,25.72,32.67,nbc news,european_nbc news_
2012,asian,646,21.82,27.39,50.78,nbc news,asian_nbc news_
2012,asian,909,16.41,33.86,49.73,associated press,asian_associated press_
2012,indigenous,2729,51.99,35.53,12.47,bloomberg,indigenous_bloomberg_
2012,asian,2317,48.42,32.29,19.29,reuters,asian_reuters_
2012,hispanic,1945,12.54,21.82,65.65,al jazeera,hispanic_al jazeera_
2012,middle eastern,1648,47.82,24.82,27.36,nbc news,middle eastern_nbc news_
2012,african,3359,10.16,28.02,61.82,guardian,african_the guardian_
2012,hispanic,619,18.2,45.18,36.62,ny times,hispanic_ny times_
2012,asian,4708,13.31,23.86,62.83,nbc news,asian_nbc news_
2012,european,4654,24.73,46.27,29,al jazeera,european_al jazeera_
2012,hispanic,3351,41.71,29.18,29.11,washington post,hispanic_washington post_
2012,hispanic,2021,12.38,44.59,43.03,associated press,hispanic_associated press_
2012,indigenous,3455,10.78,20.84,68.38,reuters,indigenous_reuters_
2012,indigenous,2754,59.9,21.13,18.97,hindu,indigenous_the hindu_
2012,middle eastern,2494,19.89,48.29,31.82,le monde,middle eastern_le monde_
2012,european,4803,38.56,32.85,28.58,associated press,european_associated press_
2012,indigenous,2982,13.64,48.81,37.55,deutsche welle,indigenous_deutsche welle_
2012,asian,1558,24.97,22.25,52.79,le monde,asian_le monde_
2012,middle eastern,523,21.38,29.33,49.29,deutsche welle,middle eastern_deutsche welle_
2012,african,4353,15.11,36.28,48.61,reuters,african_reuters_
2012,hispanic,1733,31.69,35.15,33.16,associated press,hispanic_associated press_
2012,hispanic,4664,35.74,20.25,44.01,abc news,hispanic_abc news_
2012,hispanic,3568,32.56,49.25,18.19,times,hispanic_the times_
2012,african,1611,49.04,20.51,30.45,associated press,african_associated press_
2012,asian,2779,51.21,33.64,15.15,fox news,asian_fox news_
2012,african,1175,56.66,28.37,14.97,al jazeera,african_al jazeera_
2012,african,4481,48.34,34.53,17.13,nbc news,african_nbc news_
2012,asian,3366,30.11,23.44,46.44,al jazeera,asian_al jazeera_
2012,indigenous,4486,44.87,22.31,32.82,times,indigenous_the times_
2012,african,3641,18.87,22.61,58.52,le monde,african_le monde_
2012,african,4173,58.59,44.67,-3.26,al jazeera,african_al jazeera_
2012,european,3339,16.01,47.09,36.89,abc news,european_abc news_
2012,indigenous,4847,28.97,41.47,29.56,ny times,indigenous_ny times_
2012,middle eastern,4426,59.15,43.3,-2.45,le monde,middle eastern_le monde_
2012,indigenous,612,45.51,31.1,23.39,washington post,indigenous_washington post_
2012,european,3070,17.76,24.7,57.54,abc news,european_abc news_
2012,african,3989,56.3,26.97,16.73,cnn,african_cnn_
2012,asian,3674,29.74,38.29,31.97,nbc news,asian_nbc news_
2012,middle eastern,4287,11.05,45.53,43.42,hindu,middle eastern_the hindu_
2012,asian,1793,57.16,46.3,-3.46,ny times,asian_ny times_
2012,indigenous,4983,18.18,30.49,51.33,cnn,indigenous_cnn_
2012,european,4965,11.54,27.63,60.82,cbs news,european_cbs news_
2012,asian,1106,27.46,22.33,50.21,washington post,asian_washington post_
2012,hispanic,1210,23.87,43.39,32.74,deutsche welle,hispanic_deutsche welle_
2012,african,4583,13.92,27.57,58.51,cbs news,african_cbs news_
2012,asian,3780,14.72,35.1,50.18,bloomberg,asian_bloomberg_
2012,african,4914,53.86,40.91,5.23,al jazeera,african_al jazeera_
2012,asian,835,12.74,46.98,40.28,al jazeera,asian_al jazeera_
2012,indigenous,2211,33.84,30.41,35.75,al jazeera,indigenous_al jazeera_
2012,european,4980,27.82,35.24,36.94,bbc,european_bbc_
2012,asian,4235,57.45,36.47,6.08,abc news,asian_abc news_
2012,indigenous,3778,51.24,49.26,-0.49,washington post,indigenous_washington post_
2012,asian,2124,49.28,26.53,24.19,washington post,asian_washington post_
2012,indigenous,4396,26.54,43.1,30.35,times,indigenous_the times_
2012,asian,3763,18.51,32.85,48.64,cnn,asian_cnn_
2012,european,1344,49.76,49.46,0.78,le monde,european_le monde_
2012,asian,3149,14.41,45.54,40.06,bloomberg,asian_bloomberg_
2012,indigenous,3239,45.66,34.59,19.75,le monde,indigenous_le monde_
2012,african,3990,22.91,24.61,52.49,nbc news,african_nbc news_
2012,middle eastern,3975,30.56,27.97,41.47,al jazeera,middle eastern_al jazeera_
2012,european,2156,29.16,45.76,25.08,deutsche welle,european_deutsche welle_
2012,indigenous,1529,58.35,44.14,-2.48,bbc,indigenous_bbc_
2012,african,2221,42.59,36.14,21.27,washington post,african_washington post_
2012,asian,2971,51.78,38.85,9.37,associated press,asian_associated press_
2012,african,3755,29.09,26.6,44.31,guardian,african_the guardian_
2012,hispanic,2382,18.41,27.9,53.69,associated press,hispanic_associated press_
2012,middle eastern,2933,10.41,42.6,46.98,reuters,middle eastern_reuters_
2012,african,3075,45.46,25.51,29.03,times,african_the times_
2012,european,4400,11.36,38.17,50.47,reuters,european_reuters_
2012,european,2921,32.71,39.39,27.91,washington post,european_washington post_
2012,asian,4446,52.02,49.43,-1.45,hindu,asian_the hindu_
2012,middle eastern,625,24.2,40.26,35.54,times,middle eastern_the times_
2012,asian,4070,18.71,42.78,38.52,times,asian_the times_
2012,asian,1818,52.16,32.54,15.31,guardian,asian_the guardian_
2012,indigenous,4476,37.08,26.64,36.27,nbc news,indigenous_nbc news_
2012,middle eastern,1942,17.7,22.16,60.14,nbc news,middle eastern_nbc news_
2012,asian,2035,31.64,45.05,23.3,ny times,asian_ny times_
2012,european,1972,35.71,39.01,25.27,bbc,european_bbc_
2012,african,3099,41.64,34.83,23.53,cbs news,african_cbs news_
2012,asian,1791,18.47,24.84,56.69,washington post,asian_washington post_
2012,hispanic,3985,24.02,44.9,31.08,hindu,hispanic_the hindu_
2012,asian,838,36.8,21.34,41.86,hindu,asian_the hindu_
2012,indigenous,2474,34.47,41.84,23.69,deutsche welle,indigenous_deutsche welle_
2012,european,1548,54.45,42.08,3.47,bbc,european_bbc_
2012,african,2942,42.86,47.87,9.27,nbc news,african_nbc news_
2012,african,4408,37.83,24.85,37.32,al jazeera,african_al jazeera_
2012,african,4334,35.34,21.39,43.27,hindu,african_the hindu_
2012,indigenous,2305,48.05,20.61,31.34,bloomberg,indigenous_bloomberg_
2012,european,4410,40.42,27.85,31.73,nbc news,european_nbc news_
2012,indigenous,4032,57.41,30.2,12.39,bbc,indigenous_bbc_
2012,indigenous,3920,34.69,34.63,30.68,guardian,indigenous_the guardian_
2012,indigenous,2031,38.46,45.5,16.05,abc news,indigenous_abc news_
2012,african,1065,13.91,31.35,54.74,bloomberg,african_bloomberg_
2012,european,2074,17.31,29.19,53.5,guardian,european_the guardian_
2012,african,2110,33.48,35.32,31.2,associated press,african_associated press_
2012,european,2783,19.36,38.06,42.58,nbc news,european_nbc news_
2012,african,1678,56.01,32.1,11.88,al jazeera,african_al jazeera_
2013,african,4384,53.79,34.04,12.17,guardian,african_the guardian_
2013,asian,3367,16.89,20.86,62.25,hindu,asian_the hindu_
2013,european,4453,30.21,47.28,22.52,nbc news,european_nbc news_
2013,middle eastern,825,48.31,29.99,21.7,bbc,middle eastern_bbc_
2013,hispanic,1600,17.43,20.43,62.14,reuters,hispanic_reuters_
2013,indigenous,4900,32.56,33.41,34.03,cbs news,indigenous_cbs news_
2013,asian,4577,47.12,49.73,3.15,hindu,asian_the hindu_
2013,indigenous,1620,49.2,27.06,23.74,deutsche welle,indigenous_deutsche welle_
2013,hispanic,3638,51.53,48.4,0.07,nbc news,hispanic_nbc news_
2013,middle eastern,2700,51.6,39.9,8.5,guardian,middle eastern_the guardian_
2013,african,3173,25.44,36.59,37.96,nbc news,african_nbc news_
2013,middle eastern,3290,55.4,30.57,14.03,times,middle eastern_the times_
2013,hispanic,2186,43.24,40.98,15.77,hindu,hispanic_the hindu_
2013,european,4069,51.96,41.11,6.94,ny times,european_ny times_
2013,hispanic,2771,34.21,37.01,28.77,bloomberg,hispanic_bloomberg_
2013,african,4718,59,42.61,-1.61,deutsche welle,african_deutsche welle_
2013,african,1303,12.53,36.67,50.8,abc news,african_abc news_
2013,middle eastern,1592,34.55,25.62,39.83,fox news,middle eastern_fox news_
2013,indigenous,3453,50.05,21.16,28.79,bloomberg,indigenous_bloomberg_
2013,indigenous,1839,34.85,43.12,22.03,fox news,indigenous_fox news_
2013,asian,1534,37.76,24.64,37.6,ny times,asian_ny times_
2013,middle eastern,3787,15.91,32.48,51.61,deutsche welle,middle eastern_deutsche welle_
2013,european,2707,48.86,43.74,7.4,cnn,european_cnn_
2013,european,2248,47.24,46.18,6.59,associated press,european_associated press_
2013,european,4156,47.2,45.72,7.08,fox news,european_fox news_
2013,middle eastern,3117,50.42,25.66,23.93,bbc,middle eastern_bbc_
2013,indigenous,2885,12.94,30.41,56.65,bbc,indigenous_bbc_
2013,european,601,18.98,48.4,32.62,cnn,european_cnn_
2013,hispanic,3836,56.34,23.39,20.28,deutsche welle,hispanic_deutsche welle_
2013,european,2039,11.51,41.72,46.77,abc news,european_abc news_
2013,hispanic,1838,33.43,20.44,46.13,washington post,hispanic_washington post_
2013,african,1302,55.61,28.76,15.63,bloomberg,african_bloomberg_
2013,indigenous,625,36.32,49.32,14.36,le monde,indigenous_le monde_
2013,middle eastern,4258,29.51,38.54,31.96,cnn,middle eastern_cnn_
2013,african,823,23.23,38.29,38.48,cbs news,african_cbs news_
2013,asian,3204,29.24,25.06,45.7,bbc,asian_bbc_
2013,indigenous,4743,32.57,36.99,30.44,abc news,indigenous_abc news_
2013,middle eastern,3112,44.89,45.62,9.49,deutsche welle,middle eastern_deutsche welle_
2013,asian,3715,41.55,39.82,18.63,bloomberg,asian_bloomberg_
2013,european,4844,28.15,40.45,31.4,hindu,european_the hindu_
2013,asian,688,43.24,22.86,33.9,cnn,asian_cnn_
2013,indigenous,2137,24.11,33.48,42.41,bloomberg,indigenous_bloomberg_
2013,middle eastern,514,31.87,39.72,28.41,associated press,middle eastern_associated press_
2013,hispanic,3572,23.47,23.71,52.82,fox news,hispanic_fox news_
2013,european,1817,51.83,21.35,26.82,times,european_the times_
2013,european,1068,47.31,33.29,19.4,guardian,european_the guardian_
2013,african,1217,13.97,39.7,46.34,cnn,african_cnn_
2013,hispanic,2185,47.58,41.37,11.05,cnn,hispanic_cnn_
2013,middle eastern,3708,50.82,49.79,-0.61,washington post,middle eastern_washington post_
2013,hispanic,1916,26.77,48.34,24.88,ny times,hispanic_ny times_
2013,middle eastern,4178,38.76,28.54,32.7,times,middle eastern_the times_
2013,indigenous,4145,41.95,42.79,15.26,reuters,indigenous_reuters_
2013,asian,2319,11.13,30.66,58.21,le monde,asian_le monde_
2013,middle eastern,2293,40.07,32.14,27.79,reuters,middle eastern_reuters_
2013,indigenous,816,34.38,28.65,36.97,fox news,indigenous_fox news_
2013,african,3572,57.09,37.46,5.44,fox news,african_fox news_
2013,hispanic,4361,11.13,22.48,66.39,ny times,hispanic_ny times_
2013,hispanic,3322,35.46,30.96,33.57,hindu,hispanic_the hindu_
2013,middle eastern,1598,35.2,35.58,29.22,nbc news,middle eastern_nbc news_
2013,european,1671,35,38.58,26.42,washington post,european_washington post_
2013,hispanic,4592,23.86,22.12,54.01,al jazeera,hispanic_al jazeera_
2013,asian,3263,59.8,28.1,12.1,bbc,asian_bbc_
2013,middle eastern,2490,34.44,29.93,35.63,cnn,middle eastern_cnn_
2013,african,3804,19.04,27.1,53.86,times,african_the times_
2013,european,1168,41.68,29.79,28.53,washington post,european_washington post_
2013,indigenous,3972,36.25,46.33,17.42,cbs news,indigenous_cbs news_
2013,european,4322,31.28,20.14,48.57,nbc news,european_nbc news_
2013,european,3785,30.15,30.33,39.52,deutsche welle,european_deutsche welle_
2013,indigenous,2357,35.69,32.29,32.03,fox news,indigenous_fox news_
2013,middle eastern,539,17.09,33.49,49.42,nbc news,middle eastern_nbc news_
2013,asian,3941,47.63,20.52,31.85,bloomberg,asian_bloomberg_
2013,african,1447,28.47,27.42,44.1,washington post,african_washington post_
2013,african,3856,18.57,41.57,39.86,washington post,african_washington post_
2013,african,1920,14.95,30.38,54.67,fox news,african_fox news_
2013,european,2927,19.99,40.9,39.11,times,european_the times_
2013,indigenous,3867,55.39,36.14,8.47,fox news,indigenous_fox news_
2013,european,2812,16.08,42.45,41.47,associated press,european_associated press_
2013,asian,2975,30.65,32.67,36.68,times,asian_the times_
2013,middle eastern,3916,44.48,26.81,28.71,bloomberg,middle eastern_bloomberg_
2013,african,1981,20.57,30.92,48.51,nbc news,african_nbc news_
2013,hispanic,4272,26.14,37.87,35.99,hindu,hispanic_the hindu_
2013,asian,4156,43.12,36.77,20.11,fox news,asian_fox news_
2013,middle eastern,1003,46.6,49.8,3.6,guardian,middle eastern_the guardian_
2013,indigenous,1172,16.13,33.77,50.11,times,indigenous_the times_
2013,indigenous,4340,39.48,43.6,16.92,bbc,indigenous_bbc_
2013,middle eastern,4604,43.01,23.83,33.16,le monde,middle eastern_le monde_
2013,indigenous,3068,23.15,26.14,50.71,cbs news,indigenous_cbs news_
2013,hispanic,4127,46.37,43.79,9.83,hindu,hispanic_the hindu_
2013,european,2643,29.17,38.97,31.86,bloomberg,european_bloomberg_
2013,african,1115,37.49,42.15,20.36,associated press,african_associated press_
2013,african,4962,54.27,46.16,-0.43,cnn,african_cnn_
2013,african,4175,17.18,48.74,34.08,le monde,african_le monde_
2013,middle eastern,2791,18.09,23.36,58.56,fox news,middle eastern_fox news_
2013,hispanic,3759,29.13,49,21.87,cbs news,hispanic_cbs news_
2013,asian,2859,46.98,22.2,30.81,bbc,asian_bbc_
2013,middle eastern,1806,26.12,32.43,41.45,bbc,middle eastern_bbc_
